massa
t	x	y
1.929702222E1	3.670128717E0	1.524259945E0
1.933034444E1	3.679019394E0	1.508295965E0
1.936367778E1	3.694358131E0	1.507673496E0
1.939701111E1	3.728644885E0	1.508508220E0
1.943033333E1	3.753858223E0	1.498707670E0
1.946366667E1	3.773545945E0	1.496743347E0
1.949698889E1	3.794239189E0	1.499598641E0
1.953032222E1	3.820538070E0	1.501121373E0
1.956365556E1	3.843370770E0	1.492171624E0
1.959697778E1	3.845703623E0	1.500628654E0
1.963030000E1	3.862977026E0	1.517083659E0
1.966363333E1	3.871163636E0	1.513122428E0
1.969696667E1	3.848662938E0	1.509158098E0
1.973028889E1	3.823667737E0	1.515004336E0
1.976362222E1	3.801461337E0	1.510955073E0
1.979694444E1	3.774818466E0	1.506406126E0
1.983027778E1	3.751206259E0	1.520684943E0
1.986360000E1	3.744967393E0	1.524645824E0
1.989694444E1	3.721806646E0	1.521230082E0
1.993025556E1	3.702681895E0	1.530125237E0
1.996357778E1	3.698388308E0	1.526688297E0
1.999692222E1	3.680168341E0	1.505173891E0
2.003024444E1	3.680335392E0	1.522840029E0
2.006357778E1	3.697796285E0	1.527392264E0
2.009690000E1	3.721645275E0	1.525248310E0
2.013023333E1	3.746389268E0	1.524187354E0
2.016356667E1	3.767553702E0	1.521032942E0
2.019688889E1	3.779901664E0	1.519521944E0
2.023022222E1	3.816165881E0	1.520497037E0
2.026355556E1	3.846120290E0	1.521154083E0
2.029687778E1	3.859734084E0	1.518811050E0
2.033020000E1	3.868999429E0	1.519016996E0
2.036353333E1	3.874881206E0	1.519277248E0
2.039685556E1	3.887140764E0	1.514041735E0
2.043018889E1	3.877272179E0	1.516137597E0
2.046351111E1	3.868293110E0	1.516903747E0
2.049684444E1	3.853834302E0	1.510255760E0
2.053016667E1	3.842358265E0	1.515662152E0
2.056350000E1	3.823129228E0	1.522439197E0
2.059683333E1	3.798601245E0	1.519633119E0
2.063014444E1	3.774649998E0	1.522261346E0
2.066348889E1	3.770272807E0	1.531868002E0
2.069681111E1	3.745847725E0	1.522791476E0
2.073013333E1	3.722000503E0	1.523209340E0
2.076345556E1	3.721642224E0	1.524293835E0
2.079680000E1	3.719227480E0	1.524516393E0
2.083012222E1	3.722019398E0	1.524202255E0
2.086344444E1	3.745946754E0	1.524244073E0
2.089676667E1	3.770485598E0	1.524690757E0
2.093010000E1	3.791429177E0	1.523497672E0
2.096343333E1	3.796734318E0	1.522051896E0
2.099675556E1	3.814326076E0	1.516987802E0
2.103007778E1	3.825676940E0	1.521639387E0
2.106341111E1	3.865818883E0	1.523953814E0
2.109674444E1	3.874505638E0	1.519149456E0
2.113007778E1	3.871187891E0	1.518423451E0
2.116340000E1	3.871085543E0	1.519262454E0
2.119673333E1	3.880909542E0	1.520445560E0
2.123006667E1	3.885153392E0	1.516844983E0
2.126338889E1	3.875395225E0	1.512637158E0
2.129671111E1	3.866919001E0	1.522702076E0
2.133004444E1	3.851572456E0	1.519989101E0
2.136337778E1	3.825474993E0	1.513941808E0
2.139671111E1	3.799941112E0	1.522976321E0
2.143002222E1	3.790758590E0	1.521095367E0
2.146335556E1	3.772969553E0	1.517618011E0
2.149668889E1	3.770829254E0	1.521129090E0
2.153001111E1	3.757490168E0	1.520519452E0
2.156333333E1	3.744486336E0	1.503809836E0
2.159666667E1	3.751497680E0	1.521432724E0
2.162998889E1	3.770912007E0	1.525359555E0
2.166333333E1	3.775072373E0	1.514073731E0
2.169665556E1	3.773925790E0	1.517600474E0
2.172998889E1	3.794552877E0	1.522757838E0
2.176332222E1	3.820913000E0	1.519073438E0
2.179664444E1	3.840201997E0	1.512255013E0
2.182995556E1	3.841075040E0	1.520211791E0
2.186330000E1	3.838007390E0	1.515640113E0
2.189663333E1	3.840454546E0	1.516992503E0
2.192995556E1	3.853953709E0	1.521761923E0
2.196327778E1	3.850446420E0	1.528821531E0
2.199661111E1	3.843188478E0	1.541651441E0
2.202993333E1	3.825644594E0	1.543287762E0
2.206326667E1	3.814075236E0	1.530315858E0
2.209658889E1	3.793323801E0	1.530551589E0
2.212991111E1	3.771363237E0	1.537280062E0
2.216325556E1	3.753785703E0	1.529554625E0
2.219657778E1	3.726242211E0	1.528814186E0
2.222991111E1	3.709697048E0	1.534817633E0
2.226323333E1	3.682652017E0	1.518671520E0
2.229656667E1	3.675436195E0	1.524039984E0
2.232988889E1	3.668170772E0	1.539782892E0
2.236321111E1	3.661764514E0	1.530902026E0
2.239654444E1	3.672410050E0	1.529798375E0
2.242987778E1	3.668797291E0	1.550573942E0
2.246321111E1	3.671729996E0	1.554581733E0
2.249653333E1	3.699938829E0	1.553417605E0
2.252985556E1	3.713933766E0	1.554433564E0
2.256318889E1	3.723767041E0	1.550519336E0
2.259652222E1	3.729355149E0	1.561058597E0
2.262984444E1	3.726546616E0	1.561872322E0
2.266317778E1	3.721285230E0	1.550812737E0
2.269650000E1	3.723350949E0	1.563713209E0
2.272983333E1	3.727071133E0	1.569734665E0
2.276315556E1	3.732176004E0	1.553262457E0
2.279647778E1	3.721540825E0	1.556481838E0
2.282981111E1	3.695311707E0	1.554206267E0
2.286314444E1	3.675042035E0	1.550985994E0
2.289646667E1	3.660287307E0	1.561341881E0
2.292980000E1	3.640722415E0	1.559835260E0
2.296313333E1	3.619160155E0	1.557885854E0
2.299645556E1	3.595612862E0	1.568844525E0
2.302977778E1	3.596981717E0	1.565877105E0
2.306311111E1	3.599975040E0	1.572055807E0
2.309643333E1	3.589316764E0	1.578453934E0
2.312976667E1	3.574300994E0	1.580601631E0
2.316308889E1	3.566568224E0	1.583407053E0
2.319642222E1	3.593390980E0	1.580836349E0
2.322975556E1	3.624075301E0	1.579777082E0
2.326308889E1	3.630470323E0	1.579606561E0
2.329640000E1	3.624745634E0	1.578508554E0
2.332974444E1	3.647283141E0	1.577746497E0
2.336306667E1	3.676955706E0	1.580626445E0
2.339640000E1	3.699150842E0	1.578123283E0
2.342972222E1	3.721782109E0	1.577179338E0
2.346305556E1	3.721813004E0	1.583687353E0
2.349637778E1	3.722422869E0	1.575920915E0
2.352970000E1	3.724984925E0	1.576137038E0
2.356303333E1	3.723780598E0	1.576144109E0
2.359636667E1	3.707765348E0	1.572726888E0
2.362970000E1	3.679807708E0	1.576787128E0
2.366302222E1	3.671938904E0	1.575506221E0
2.369634444E1	3.655725349E0	1.574189869E0
2.372967778E1	3.644986295E0	1.568679387E0
2.376301111E1	3.624452411E0	1.576800527E0
2.379633333E1	3.592787623E0	1.574792438E0
2.382965556E1	3.580061305E0	1.563599876E0
2.386297778E1	3.586570834E0	1.560544465E0
2.389632222E1	3.593378028E0	1.557294438E0
2.392964444E1	3.595436331E0	1.549287911E0
2.396297778E1	3.604461542E0	1.555410075E0
2.399630000E1	3.622338186E0	1.553970377E0
2.402963333E1	3.624529070E0	1.547064068E0
2.406295556E1	3.632838225E0	1.555315898E0
2.409627778E1	3.671102125E0	1.552321943E0
2.412961111E1	3.717138205E0	1.548322125E0
2.416294444E1	3.719608654E0	1.551670679E0
2.419627778E1	3.722891073E0	1.551256866E0
2.422960000E1	3.723863692E0	1.547863469E0
2.426293333E1	3.724012306E0	1.551393698E0
2.429625556E1	3.746130860E0	1.555035965E0
2.432958889E1	3.729670697E0	1.550291816E0
2.436292222E1	3.720761294E0	1.545507201E0
2.439625556E1	3.698281595E0	1.548595122E0
2.442956667E1	3.671024570E0	1.548879660E0
2.446288889E1	3.672098279E0	1.549770633E0
2.449621111E1	3.672800191E0	1.554755243E0
2.452954444E1	3.649856576E0	1.554178031E0
2.456287778E1	3.624291422E0	1.545888312E0
2.459620000E1	3.599895763E0	1.563205632E0
2.462952222E1	3.577463548E0	1.556755419E0
2.466286667E1	3.607188534E0	1.551237981E0
2.469618889E1	3.623463072E0	1.557189963E0
2.472952222E1	3.641406881E0	1.554681504E0
2.476285556E1	3.645782788E0	1.556785883E0
2.479617778E1	3.665229501E0	1.557812932E0
2.482951111E1	3.690235149E0	1.551588097E0
2.486282222E1	3.716574135E0	1.558306409E0
2.489615556E1	3.732107527E0	1.579746802E0
2.492947778E1	3.741296976E0	1.574188993E0
2.496281111E1	3.769552353E0	1.573239143E0
2.499614444E1	3.794272514E0	1.574295192E0
2.502946667E1	3.796728450E0	1.567255190E0
2.506280000E1	3.793636932E0	1.570332012E0
2.509613333E1	3.795412665E0	1.570826027E0
2.512945556E1	3.789246011E0	1.554879673E0
2.516278889E1	3.771676227E0	1.549432818E0
2.519611111E1	3.744838700E0	1.558577386E0
2.522943333E1	3.727050603E0	1.555257671E0
2.526276667E1	3.748962215E0	1.553272409E0
2.529610000E1	3.723734978E0	1.554013513E0
2.532942222E1	3.680732564E0	1.553464420E0
2.536274444E1	3.671356410E0	1.553436734E0
2.539607778E1	3.677505505E0	1.553355598E0
2.542941111E1	3.700975335E0	1.552401205E0
2.546273333E1	3.718804416E0	1.572740013E0
2.549606667E1	3.723573512E0	1.583584916E0
2.552940000E1	3.730613804E0	1.581341029E0
2.556272222E1	3.727318454E0	1.575262512E0
2.559606667E1	3.741611857E0	1.571551409E0
2.562937778E1	3.774527034E0	1.569804070E0
2.566272222E1	3.805647578E0	1.568055485E0
2.569603333E1	3.814191233E0	1.571902149E0
2.572936667E1	3.819687646E0	1.571418426E0
2.576270000E1	3.823744469E0	1.568862439E0
2.579602222E1	3.843258179E0	1.564725947E0
2.582934444E1	3.861136756E0	1.544214757E0
2.586267778E1	3.848856345E0	1.542349206E0
2.589601111E1	3.831241323E0	1.548928522E0
2.592933333E1	3.822747487E0	1.547281990E0
2.596265556E1	3.819509131E0	1.546939680E0
2.599598889E1	3.821953524E0	1.569654489E0
2.602932222E1	3.801093925E0	1.578769739E0
2.606265556E1	3.778079178E0	1.577507398E0
2.609596667E1	3.773191636E0	1.591283181E0
2.612931111E1	3.738139935E0	1.596911643E0
2.616262222E1	3.723654778E0	1.598769837E0
2.619595556E1	3.705310356E0	1.601842911E0
2.622928889E1	3.708053105E0	1.602636038E0
2.626262222E1	3.725628475E0	1.600499654E0
2.629594444E1	3.746983205E0	1.603385008E0
2.632927778E1	3.750529358E0	1.602506989E0
2.636260000E1	3.774720250E0	1.595874683E0
2.639593333E1	3.775232154E0	1.610874374E0
2.642927778E1	3.775284231E0	1.603329329E0
2.646258889E1	3.799612935E0	1.599462390E0
2.649591111E1	3.827222869E0	1.619455426E0
2.652924444E1	3.848050139E0	1.618436836E0
2.656257778E1	3.849796580E0	1.620355094E0
2.659590000E1	3.828134673E0	1.621152622E0
2.662922222E1	3.825951483E0	1.619357158E0
2.666255556E1	3.824498291E0	1.621287203E0
2.669588889E1	3.824816056E0	1.620609500E0
2.672921111E1	3.825462641E0	1.615898701E0
2.676253333E1	3.828302989E0	1.622729428E0
2.679586667E1	3.827494416E0	1.626244891E0
2.682920000E1	3.806473148E0	1.642718332E0
2.686253333E1	3.779841271E0	1.639812718E0
2.689584444E1	3.771350418E0	1.646443264E0
2.692917778E1	3.753981731E0	1.651167677E0
2.696251111E1	3.765606160E0	1.647349485E0
2.699583333E1	3.776358950E0	1.650326884E0
2.702916667E1	3.776911275E0	1.648121932E0
2.706248889E1	3.769330253E0	1.649495672E0
2.709582222E1	3.776290371E0	1.651139339E0
2.712914444E1	3.822222795E0	1.648931675E0
2.716247778E1	3.853517098E0	1.647215586E0
2.719580000E1	3.856333353E0	1.646224673E0
2.722913333E1	3.851043398E0	1.638965849E0
2.726246667E1	3.850197258E0	1.623417876E0
2.729577778E1	3.861693741E0	1.620528358E0
2.732912222E1	3.898406616E0	1.618143031E0
2.736244444E1	3.909352102E0	1.617379288E0
2.739577778E1	3.893810328E0	1.614578585E0
2.742910000E1	3.896420363E0	1.618327746E0
2.746243333E1	3.895149302E0	1.615994307E0
2.749575556E1	3.879825280E0	1.612513305E0
2.752908889E1	3.895727824E0	1.617714555E0
2.756241111E1	3.887141151E0	1.625169826E0
2.759574444E1	3.862025155E0	1.622019399E0
2.762907778E1	3.861574165E0	1.620444558E0
2.766240000E1	3.828934193E0	1.613694769E0
2.769573333E1	3.827115803E0	1.611650898E0
2.772905556E1	3.833967037E0	1.608063396E0
2.776237778E1	3.816111417E0	1.612880178E0
2.779570000E1	3.824802935E0	1.620713184E0
2.782904444E1	3.850280054E0	1.620531835E0
2.786238889E1	3.850458489E0	1.621248261E0
2.789571111E1	3.851445003E0	1.620023776E0
2.792903333E1	3.870040128E0	1.617792570E0
2.796235556E1	3.886592882E0	1.621264731E0
2.799568889E1	3.898620537E0	1.618954158E0
2.802901111E1	3.908780223E0	1.610764268E0
2.806234444E1	3.905477807E0	1.601980983E0
2.809566667E1	3.909703276E0	1.612265926E0
2.812900000E1	3.942839108E0	1.614742309E0
2.816232222E1	3.969135048E0	1.607488091E0
2.819565556E1	3.949680026E0	1.610689886E0
2.822897778E1	3.905311011E0	1.606196205E0
2.826231111E1	3.880601737E0	1.601249537E0
2.829564444E1	3.898520421E0	1.595111610E0
2.832896667E1	3.898529453E0	1.594120152E0
2.836228889E1	3.877637842E0	1.592449233E0
2.839562222E1	3.851253157E0	1.594870915E0
2.842894444E1	3.829579903E0	1.595981790E0
2.846227778E1	3.836980828E0	1.598588129E0
2.849560000E1	3.833710201E0	1.610575556E0
2.852893333E1	3.826481202E0	1.606863181E0
2.856226667E1	3.824408237E0	1.612250513E0
2.859558889E1	3.825360823E0	1.619606568E0
2.862892222E1	3.849762382E0	1.619219712E0
2.866224444E1	3.871413710E0	1.614355167E0
2.869556667E1	3.878135001E0	1.616282106E0
2.872890000E1	3.896701346E0	1.614471787E0
2.876223333E1	3.899610846E0	1.597743881E0
2.879556667E1	3.898561634E0	1.595292247E0
2.882888889E1	3.900536203E0	1.599527265E0
2.886222222E1	3.922522566E0	1.609518771E0
2.889554444E1	3.969506977E0	1.612908900E0
2.892886667E1	3.974157887E0	1.614344610E0
2.896218889E1	3.950772537E0	1.614814958E0
2.899553333E1	3.940117003E0	1.596075464E0
2.902885556E1	3.922948708E0	1.595247314E0
2.906218889E1	3.911040016E0	1.614402190E0
2.909552222E1	3.924260450E0	1.615706696E0
2.912884444E1	3.902425745E0	1.606971998E0
2.916216667E1	3.877858093E0	1.616231552E0
2.919550000E1	3.853023794E0	1.625525895E0
2.922883333E1	3.849503055E0	1.619480474E0
2.926215556E1	3.858995398E0	1.623261584E0
2.929547778E1	3.857604187E0	1.630803609E0
2.932881111E1	3.850134306E0	1.621698744E0
2.936213333E1	3.847495915E0	1.621043017E0
2.939547778E1	3.851870659E0	1.618375899E0
2.942878889E1	3.859096439E0	1.618086729E0
2.946211111E1	3.875540672E0	1.622000504E0
2.949544444E1	3.896483798E0	1.619607941E0
2.952876667E1	3.899208543E0	1.619165814E0
2.956210000E1	3.900860264E0	1.618706268E0
2.959543333E1	3.918592583E0	1.617017580E0
2.962876667E1	3.948921855E0	1.616282848E0
2.966208889E1	3.950958900E0	1.616569959E0
2.969541111E1	3.946868049E0	1.615385955E0
2.972874444E1	3.945724155E0	1.614931589E0
2.976206667E1	3.930305839E0	1.600528301E0
2.979540000E1	3.921446152E0	1.591913848E0
2.982873333E1	3.923384192E0	1.604375630E0
2.986205556E1	3.917960256E0	1.598573547E0
2.989538889E1	3.897693717E0	1.590361202E0
2.992872222E1	3.892114111E0	1.593177954E0
2.996204444E1	3.874048440E0	1.599211458E0
2.999536667E1	3.874336771E0	1.596866762E0
3.002870000E1	3.874899865E0	1.605075085E0
3.006202222E1	3.864423988E0	1.600085798E0
3.009535556E1	3.865202830E0	1.594625894E0
3.012867778E1	3.850923988E0	1.595643438E0
3.016201111E1	3.850202967E0	1.599529331E0
3.019534444E1	3.872495126E0	1.593463790E0
3.022866667E1	3.878654854E0	1.592027001E0
3.026200000E1	3.896549834E0	1.593646706E0
3.029533333E1	3.903517855E0	1.591474641E0
3.032866667E1	3.920233726E0	1.588777188E0
3.036197778E1	3.924339217E0	1.594446714E0
3.039531111E1	3.940037176E0	1.587742938E0
3.042864444E1	3.949372090E0	1.588536053E0
3.046197778E1	3.971069187E0	1.587812302E0
3.049530000E1	3.970606795E0	1.566241681E0
3.052862222E1	3.946110642E0	1.562717786E0
3.056195556E1	3.923448077E0	1.564498945E0
3.059528889E1	3.925368121E0	1.561496612E0
3.062860000E1	3.923445044E0	1.544503053E0
3.066194444E1	3.900185389E0	1.544600831E0
3.069526667E1	3.872828478E0	1.544488798E0
3.072860000E1	3.869890235E0	1.541935725E0
3.076191111E1	3.870836711E0	1.544668073E0
3.079525556E1	3.870971763E0	1.548125066E0
3.082858889E1	3.850801419E0	1.546334053E0
3.086191111E1	3.829842560E0	1.547212577E0
3.089523333E1	3.820387442E0	1.548607821E0
3.092856667E1	3.844137259E0	1.550059339E0
3.096188889E1	3.866260293E0	1.557573243E0
3.099522222E1	3.869024894E0	1.549340309E0
3.102855556E1	3.863874172E0	1.542748123E0
3.106187778E1	3.871274698E0	1.546357809E0
3.109520000E1	3.877697989E0	1.546233858E0
3.112853333E1	3.877061557E0	1.544384192E0
3.116186667E1	3.890520346E0	1.548014447E0
3.119518889E1	3.897858625E0	1.543558736E0
3.122852222E1	3.898254390E0	1.542985637E0
3.126184444E1	3.900444443E0	1.545933379E0
3.129516667E1	3.900033158E0	1.535455462E0
3.132850000E1	3.915962963E0	1.538241859E0
3.136183333E1	3.917305288E0	1.546790627E0
3.139516667E1	3.896568629E0	1.546361707E0
3.142848889E1	3.896798169E0	1.541709001E0
3.146182222E1	3.893993249E0	1.548507801E0
3.149514444E1	3.883855589E0	1.549527663E0
3.152847778E1	3.873186396E0	1.550999843E0
3.156182222E1	3.848390629E0	1.558450774E0
3.159513333E1	3.845013639E0	1.548417394E0
3.162845556E1	3.844340498E0	1.546214414E0
3.166178889E1	3.846959970E0	1.546520337E0
3.169510000E1	3.850075011E0	1.546010389E0
3.172844444E1	3.854119661E0	1.545629886E0
3.176176667E1	3.846785895E0	1.544029065E0
3.179510000E1	3.829034403E0	1.542543503E0
3.182842222E1	3.825828294E0	1.544257956E0
3.186174444E1	3.845622492E0	1.543370877E0
3.189507778E1	3.871749029E0	1.543498805E0
3.192841111E1	3.895820952E0	1.544460421E0
3.196173333E1	3.893223518E0	1.543895107E0
3.199505556E1	3.896930984E0	1.543538095E0
3.202838889E1	3.915334399E0	1.541587982E0
3.206172222E1	3.917008488E0	1.538908884E0
3.209504444E1	3.912044532E0	1.545055444E0
3.212836667E1	3.907664929E0	1.543947723E0
3.216171111E1	3.916503982E0	1.542471776E0
3.219503333E1	3.902891500E0	1.548265265E0
3.222835556E1	3.891885979E0	1.545325393E0
3.226168889E1	3.871415774E0	1.544774848E0
3.229502222E1	3.871461356E0	1.544626063E0
3.232834444E1	3.869298531E0	1.541312467E0
3.236167778E1	3.852166327E0	1.543186597E0
3.239500000E1	3.855326521E0	1.544931044E0
3.242833333E1	3.850455937E0	1.545766463E0
3.246165556E1	3.836611806E0	1.545015147E0
3.249498889E1	3.825391363E0	1.546123006E0
3.252832222E1	3.845832612E0	1.545059325E0
3.256164444E1	3.867834542E0	1.537130089E0
3.259496667E1	3.878974950E0	1.539453062E0
3.262828889E1	3.890735918E0	1.545093200E0
3.266162222E1	3.893135865E0	1.534353347E0
3.269496667E1	3.889058372E0	1.537282268E0
3.272828889E1	3.898048134E0	1.544420571E0
3.276161111E1	3.943796915E0	1.541883210E0
3.279494444E1	3.968806215E0	1.546884584E0
3.282827778E1	3.947980596E0	1.543507709E0
3.286160000E1	3.922663491E0	1.540621519E0
3.289493333E1	3.920205829E0	1.541073770E0
3.292825556E1	3.924774443E0	1.544271321E0
3.296160000E1	3.940505413E0	1.542419639E0
3.299491111E1	3.938688534E0	1.540574034E0
3.302823333E1	3.899939104E0	1.537039252E0
3.306156667E1	3.865820712E0	1.522165464E0
3.309490000E1	3.875117290E0	1.527413108E0
3.312822222E1	3.891733549E0	1.523867539E0
3.316154444E1	3.884660247E0	1.521556666E0
3.319487778E1	3.869693038E0	1.521336744E0
3.322821111E1	3.845847958E0	1.519453483E0
3.326153333E1	3.863348280E0	1.521840249E0
3.329486667E1	3.896999317E0	1.536942405E0
3.332820000E1	3.899062119E0	1.539472202E0
3.336152222E1	3.893876700E0	1.537447880E0
3.339485556E1	3.898194975E0	1.542462761E0
3.342817778E1	3.919764068E0	1.541605271E0
3.346151111E1	3.944639216E0	1.537449072E0
3.349484444E1	3.950704058E0	1.541753481E0
3.352816667E1	3.946372376E0	1.544521908E0
3.356150000E1	3.955591972E0	1.553259610E0
3.359482222E1	3.971612211E0	1.557938951E0
3.362814444E1	3.954976495E0	1.561398777E0
3.366147778E1	3.947185396E0	1.552166017E0
3.369481111E1	3.942721336E0	1.541765059E0
3.372813333E1	3.922879754E0	1.542998557E0
3.376146667E1	3.916314084E0	1.542087555E0
3.379478889E1	3.919480105E0	1.539788451E0
3.382811111E1	3.918620631E0	1.540858009E0
3.386144444E1	3.915026475E0	1.545155402E0
3.389477778E1	3.897364202E0	1.546728266E0
3.392810000E1	3.875731281E0	1.541295938E0
3.396143333E1	3.869091811E0	1.548389266E0
3.399475556E1	3.880946583E0	1.561742613E0
3.402808889E1	3.899897005E0	1.552503968E0
3.406141111E1	3.892192108E0	1.548731066E0
3.409474444E1	3.898452510E0	1.565179597E0
3.412807778E1	3.913305679E0	1.566343825E0
3.416140000E1	3.919253204E0	1.569807745E0
3.419472222E1	3.937886840E0	1.566842924E0
3.422805556E1	3.945299308E0	1.563625633E0
3.426137778E1	3.948138391E0	1.561490300E0
3.429471111E1	3.974030388E0	1.562803939E0
3.432804444E1	3.976054083E0	1.568184253E0
3.436136667E1	3.975547526E0	1.584745269E0
3.439468889E1	3.993277677E0	1.566691419E0
3.442803333E1	3.981607885E0	1.559509436E0
3.446135556E1	3.970212522E0	1.561188557E0
3.449467778E1	3.971803106E0	1.564184724E0
3.452801111E1	3.954712535E0	1.564066783E0
3.456133333E1	3.950316409E0	1.563971768E0
3.459466667E1	3.947009475E0	1.565397357E0
3.462798889E1	3.942807567E0	1.565317889E0
3.466132222E1	3.924080224E0	1.563855061E0
3.469464444E1	3.896928412E0	1.555839484E0
3.472797778E1	3.873905358E0	1.547393045E0
3.476130000E1	3.896007004E0	1.545293849E0
3.479463333E1	3.896437026E0	1.545196831E0
3.482795556E1	3.896589485E0	1.541809109E0
3.486128889E1	3.878385383E0	1.543517174E0
3.489461111E1	3.882528063E0	1.556121342E0
3.492794444E1	3.900417664E0	1.550245835E0
3.496126667E1	3.920336010E0	1.544919031E0
3.499461111E1	3.945247340E0	1.558373883E0
3.502792222E1	3.955459603E0	1.561915223E0
3.506125556E1	3.966784817E0	1.561207588E0
3.509458889E1	3.971517915E0	1.562548142E0
3.512793333E1	3.972373488E0	1.565728182E0
3.516123333E1	3.997274686E0	1.564189599E0
3.519457778E1	4.019802800E0	1.562876708E0
3.522791111E1	3.990807505E0	1.559610751E0
3.526122222E1	3.968948095E0	1.561920711E0
3.529455556E1	3.974004606E0	1.562390989E0
3.532788889E1	3.983024051E0	1.561442841E0
3.536123333E1	3.974165355E0	1.561446197E0
3.539454444E1	3.953274536E0	1.563634359E0
3.542786667E1	3.945137858E0	1.563821022E0
3.546120000E1	3.946466395E0	1.567669499E0
3.549452222E1	3.925763888E0	1.586605616E0
3.552786667E1	3.940665570E0	1.571850593E0
3.556117778E1	3.926262386E0	1.585594889E0
3.559451111E1	3.925797835E0	1.587844083E0
3.562783333E1	3.946385774E0	1.588255431E0
3.566116667E1	3.946765840E0	1.591130519E0
3.569450000E1	3.947008013E0	1.591119385E0
3.572782222E1	3.947876823E0	1.594276997E0
3.576115556E1	3.948583444E0	1.591346891E0
3.579448889E1	3.948081966E0	1.589218724E0
3.582781111E1	3.948456597E0	1.591783194E0
3.586113333E1	3.947770763E0	1.612095901E0
3.589445556E1	3.923952481E0	1.612761868E0
3.592780000E1	3.912555020E0	1.608664265E0
3.596113333E1	3.920104169E0	1.611466794E0
3.599445556E1	3.948325404E0	1.614228817E0
3.602776667E1	3.944613321E0	1.617264833E0
3.606110000E1	3.902340041E0	1.618973618E0
