mass_A
t	x
0.0	-1.7763568394002505E-15
0.033355555555555555	-0.29765273538919246
0.06671111111111111	-0.5858176236231536
0.10006666666666666	-0.741017416293472
0.13341111111111112	-0.8382164653489781
0.16676666666666667	-0.793725050969698
0.20012222222222223	-0.7599164767694901
0.23347777777777778	-0.6018850802089801
0.26682222222222224	-0.22331774681878258
0.30017777777777777	0.13282017114281253
0.33353333333333335	0.42461388698867353
0.36688888888888893	0.7142318820657412
0.40024444444444446	1.0981112492471041
0.4335888888888889	1.4312737984743844
0.46694444444444444	1.6690444270883305
0.5003111111111112	1.8189066663990623
0.5336666666666667	1.8746039966436197
0.5670111111111111	1.8376486290123744
0.6003666666666667	1.7311573949625991
0.6337222222222223	1.5577502444687656
0.6670777777777778	1.332127493100943
0.7004222222222223	1.0260859571198182
0.7337777777777779	0.6787883965666346
0.7671333333333333	0.3345978737315978
0.8004888888888889	0.019349857171601315
0.8338444444444445	-0.2745490925876428
0.8671888888888889	-0.5067112990394431
0.9005444444444445	-0.6422501518717052
0.9339000000000001	-0.7010785149427647
0.9672444444444445	-0.6866776237974221
1.0006000000000002	-0.5775028450944539
1.0339555555555555	-0.410525397192373
1.067311111111111	-0.15659501301266765
1.1006555555555555	0.1224684341187281
1.134011111111111	0.43419884514386986
1.1673666666666667	0.7005233169183374
1.2007222222222222	1.0098271935285954
1.2340666666666666	1.2801678972723263
1.2674222222222222	1.458603943700103
1.300788888888889	1.577927553093879
1.3341333333333334	1.6117564654550485
1.367488888888889	1.5889559753770932
1.4008333333333334	1.4853042136626655
1.4342000000000001	1.3110540033825426
1.4675444444444445	1.071731759178082
1.5009000000000001	0.8216378094427981
1.5342555555555557	0.5315460630864539
1.5676111111111113	0.24245174803265712
1.6009555555555557	-0.015138733368008417
1.6343	-0.247630234266337
1.6676666666666669	-0.42925183902797137
1.7010222222222222	-0.5125616020069295
1.7343777777777778	-0.5287196777031227
1.7677222222222224	-0.4952225375005401
1.8010666666666668	-0.38519176490489215
1.8344333333333334	-0.20824746831262786
1.867788888888889	0.01301221776364514
1.9011333333333333	0.27130133285455926
1.934477777777778	0.5354123626865324
1.9678444444444445	0.7944484248775545
2.001188888888889	1.0399442823709997
2.0345444444444447	1.2216853082948163
2.067888888888889	1.3667550306558613
2.101255555555556	1.4379569180709098
2.1346000000000003	1.4471363800197459
2.1679444444444447	1.402076465512204
2.201311111111111	1.2904309985278495
2.234655555555556	1.0937890289313241
2.2680111111111114	0.8712802496242027
2.301355555555556	0.6193278543757899
2.3347333333333333	0.3457454081386633
2.3680777777777777	0.08690190219658511
2.4014333333333333	-0.13836739677188703
2.4347777777777777	-0.32803624620733096
2.4681444444444445	-0.45055151760017687
2.501488888888889	-0.4877991069699288
2.5348444444444445	-0.4839896371055836
2.5682	-0.41559124607480413
2.6015555555555556	-0.27911681241698183
2.6349	-0.06129363735967708
2.6682555555555556	0.16509691542471927
2.7016	0.3994695634578882
2.7349555555555556	0.6233905366414358
2.768311111111111	0.8618598509456241
2.8016666666666667	1.0674183597168732
2.8350222222222223	1.2346035745057407
2.8683666666666667	1.3394473352673089
2.9017222222222223	1.3852604683769982
2.935077777777778	1.3780510272811473
2.9684333333333335	1.3017122463426958
3.001777777777778	1.1684039869484746
3.0351333333333335	0.9658125965385427
3.068488888888889	0.7517043510341441
3.1018333333333334	0.5101007738010868
3.135188888888889	0.2526148984758638
3.1685444444444446	-0.008738939028791748
3.2019	-0.2119974522077257
3.2352444444444446	-0.37064755607954325
3.2686	-0.4710557806382276
3.3019555555555558	-0.5121399111226506
3.3353222222222225	-0.4854218691862915
3.3686555555555557	-0.3941063287045985
3.4020111111111113	-0.24923818732682967
3.435366666666667	-0.0627159930579797
3.4687222222222225	0.19233969927271133
3.502066666666667	0.42662991088091573
3.5354222222222225	0.6420753409423909
3.568777777777778	0.8554076705770282
3.6021333333333336	1.0427380401561201
3.635488888888889	1.1799440717647514
3.668844444444445	1.293411548248514
3.7022000000000004	1.3202373029034842
3.735544444444445	1.2949429073546685
3.7689000000000004	1.2274752254569155
3.8022444444444448	1.0934340351493326
3.8356111111111106	0.9179664490243997
3.8689666666666667	0.7113479277847343
3.9023111111111115	0.4866263829850208
3.9356666666666666	0.25687474312401015
3.9690222222222222	0.019509631825608054
4.002377777777778	-0.16304422506573601
4.035722222222223	-0.2957599654403147
4.069077777777778	-0.3748417364723622
4.102433333333334	-0.3959771515514454
4.135788888888889	-0.373060696060314
4.169133333333334	-0.28422521833184966
4.202477777777778	-0.14587044003799754
4.235844444444445	0.03231773010151073
4.2692000000000005	0.24027941319392987
4.302544444444445	0.4344663879227788
4.3359000000000005	0.6289022501948445
4.369255555555556	0.8241576015499508
4.402611111111112	0.9731035678815463
4.435955555555556	1.0900682252308744
4.469311111111112	1.178019036418604
4.502666666666667	1.1941706747964052
4.536022222222223	1.1676399721747206
4.569366666666666	1.0930459630482439
4.602722222222223	0.968198470283177
4.636077777777778	0.8033654025115151
4.669433333333334	0.618074470543144
4.702777777777778	0.41549038832076235
4.736133333333334	0.22520478081742645
4.7694888888888896	0.05384237806752168
4.802844444444444	-0.09519585057842761
4.8361888888888895	-0.19798795595119323
4.869544444444445	-0.2498025940714026
4.9029	-0.2634290152642951
4.936255555555555	-0.2438546089044742
4.969611111111111	-0.15934803618188198
5.002955555555555	-0.020592223268360854
5.036311111111111	0.152788427368721
5.0696666666666665	0.33256374147270407
5.103011111111111	0.5029038543773616
5.136377777777778	0.6675573147015026
5.169722222222222	0.8187919612989774
5.203077777777778	0.9362274225284803
5.236422222222222	1.0195514742256666
5.269777777777778	1.0555446271766282
5.303133333333333	1.0363772136422895
5.3364777777777785	0.9926199628980772
5.369833333333333	0.9105545576516025
5.4032	0.77474660595594
5.436544444444444	0.6121825183285861
5.4699	0.43054166174267294
